shipment_id,origin,destination,distance_km,weather_condition,temperature,rainfall,traffic_level,route_type,package_weight,shipment_type,dispatch_time,historical_delay_rate,estimated_delivery_time,actual_delivery_time,delay_minutes,delay_status,traffic_score,weather_score,route_score,traffic_distance_interaction,weather_traffic_interaction,dispatch_hour,is_peak_hour,distance_category
1310,9,2,116.7,4,40.7,11.0,0,0,7.8,1,2025-11-19 18:00:00,0.01,155.6,242.6,87.0,Slight Delay,3,3,4,350.1,9,18,1,1
1311,1,0,755.7,1,20.4,0.8,3,3,7.3,2,2025-09-03 08:00:00,0.08,1007.6,1099.9,92.3,Slight Delay,4,1,3,3022.8,4,8,1,0
1312,9,1,382.1,3,15.0,75.9,2,0,49.3,2,2025-10-19 21:00:00,0.03,509.5,578.6,69.1,On Time,2,4,4,764.2,8,21,0,1
1313,1,4,923.9,0,19.5,0.0,0,0,17.9,2,2025-07-21 12:00:00,0.06,1231.9,1340.8,108.9,Slight Delay,3,0,4,2771.7,0,12,0,0
1314,3,2,169.8,0,26.2,0.0,3,0,49.5,0,2025-11-27 18:00:00,0.46,226.4,382.3,155.9,Moderate Delay,4,0,4,679.2,0,18,1,1
1315,3,5,1055.9,1,42.3,4.1,1,1,42.3,0,2025-07-16 06:00:00,0.4,1407.9,1452.1,44.2,On Time,1,1,1,1055.9,1,6,0,3
1316,3,7,1676.3,2,38.5,0.0,1,0,32.4,2,2025-02-12 14:00:00,0.22,2235.1,2317.4,82.3,Slight Delay,1,2,4,1676.3,2,14,0,3
1317,1,7,1018.1,0,28.4,0.0,1,3,46.4,1,2025-02-13 12:00:00,0.02,1357.5,1379.5,22.0,On Time,1,0,3,1018.1,0,12,0,3
1318,1,0,77.5,5,11.4,51.0,3,0,40.4,0,2025-06-19 21:00:00,0.26,103.3,319.5,216.2,Severe Delay,4,5,4,310.0,20,21,0,2
1319,1,6,1264.0,0,35.7,0.0,0,1,31.2,2,2025-01-23 09:00:00,0.58,1685.3,1799.9,114.6,Slight Delay,3,0,1,3792.0,0,9,1,3
1320,0,6,1419.7,0,11.4,0.0,3,0,27.6,2,2025-04-25 06:00:00,0.05,1892.9,2043.2,150.3,Moderate Delay,4,0,4,5678.8,0,6,0,3
1321,2,9,720.0,3,35.2,38.2,2,3,32.9,1,2025-05-27 13:00:00,0.2,960.0,1054.5,94.5,Slight Delay,2,4,3,1440.0,8,13,0,0
1322,8,3,1003.3,3,29.0,76.7,2,1,44.4,2,2025-02-22 15:00:00,0.1,1337.7,1420.6,82.9,Slight Delay,2,4,1,2006.6,8,15,0,3
1323,4,3,246.4,5,35.9,62.8,0,1,48.5,0,2025-02-13 07:00:00,0.46,328.5,440.0,111.5,Slight Delay,3,5,1,739.2,15,7,1,1
1324,5,1,445.4,1,41.1,5.0,3,3,4.8,1,2025-04-03 19:00:00,0.52,593.9,733.8,139.9,Moderate Delay,4,1,3,1781.6,4,19,1,1
1325,1,4,441.4,5,12.8,47.1,0,3,1.2,2,2025-05-19 21:00:00,0.25,588.5,719.8,131.3,Moderate Delay,3,5,3,1324.1999999999998,15,21,0,1
1326,4,6,1497.6,2,17.7,0.0,1,1,4.1,2,2025-12-02 10:00:00,0.43,1996.8,2070.9,74.1,Slight Delay,1,2,1,1497.6,2,10,1,3
1327,4,1,1502.1,3,41.6,8.7,3,2,26.4,2,2025-02-27 19:00:00,0.02,2002.8,2196.7,193.9,Severe Delay,4,4,2,6008.4,16,19,1,3
1328,6,1,800.5,0,16.0,0.0,0,0,25.0,2,2025-07-17 17:00:00,0.28,1067.3,1171.9,104.6,Slight Delay,3,0,4,2401.5,0,17,1,0
1329,4,0,433.2,3,27.4,31.1,3,2,20.3,1,2025-11-22 16:00:00,0.22,577.6,745.0,167.4,Moderate Delay,4,4,2,1732.8,16,16,0,1
1330,1,6,319.3,3,31.4,23.0,3,2,43.4,1,2025-10-01 21:00:00,0.2,425.7,564.2,138.5,Moderate Delay,4,4,2,1277.2,16,21,0,1
1331,0,5,720.2,1,28.4,3.0,3,1,28.6,1,2025-08-04 22:00:00,0.39,960.3,1053.6,93.3,Slight Delay,4,1,1,2880.8,4,22,0,0
1332,5,2,1076.0,2,33.1,0.0,1,0,2.6,0,2025-01-02 12:00:00,0.43,1434.7,1487.0,52.3,On Time,1,2,4,1076.0,2,12,0,3
1333,7,8,1970.4,5,41.1,62.8,3,0,20.9,2,2025-01-31 17:00:00,0.11,2627.2,2860.4,233.2,Severe Delay,4,5,4,7881.6,20,17,1,3
1334,4,1,298.6,4,17.7,41.1,3,0,2.6,1,2025-08-04 13:00:00,0.28,398.1,542.4,144.3,Moderate Delay,4,3,4,1194.4,12,13,0,1
1335,2,6,1190.2,0,13.1,0.0,2,1,36.8,1,2025-12-27 10:00:00,0.6,1586.9,1672.3,85.4,Slight Delay,2,0,1,2380.4,0,10,1,3
1336,8,7,558.0,2,36.9,0.0,3,3,42.7,2,2025-12-26 09:00:00,0.47,744.0,919.6,175.6,Severe Delay,4,2,3,2232.0,8,9,1,0
1337,5,3,1360.8,3,34.4,45.2,2,1,44.3,2,2025-07-07 10:00:00,0.15,1814.4,1927.6,113.2,Slight Delay,2,4,1,2721.6,8,10,1,3
1338,3,6,939.5,0,28.1,0.0,1,2,17.0,2,2025-04-04 21:00:00,0.17,1252.7,1293.2,40.5,On Time,1,0,2,939.5,0,21,0,0
1339,1,5,1394.2,2,31.1,0.0,0,2,9.6,0,2025-06-22 20:00:00,0.16,1858.9,1985.1,126.2,Moderate Delay,3,2,2,4182.6,6,20,1,3
1340,7,4,1578.2,0,21.7,0.0,2,1,44.1,1,2025-01-17 11:00:00,0.37,2104.3,2175.7,71.4,Slight Delay,2,0,1,3156.4,0,11,0,3
1341,0,1,1401.0,0,26.7,0.0,3,2,41.9,1,2025-08-21 14:00:00,0.41,1868.0,2010.9,142.9,Moderate Delay,4,0,2,5604.0,0,14,0,3
1342,5,0,291.5,4,28.8,15.9,2,2,27.9,2,2025-05-20 08:00:00,0.39,388.7,448.3,59.6,On Time,2,3,2,583.0,6,8,1,1
1343,0,8,358.1,1,11.3,0.9,2,2,38.4,1,2025-01-29 13:00:00,0.24,477.5,508.1,30.6,On Time,2,1,2,716.2,2,13,0,1
1344,8,1,704.0,2,36.6,0.0,1,2,47.7,0,2025-06-10 18:00:00,0.22,938.7,1011.6,72.9,Slight Delay,1,2,2,704.0,2,18,1,0
1345,8,1,619.0,0,14.6,0.0,0,2,19.5,2,2025-05-19 09:00:00,0.12,825.3,905.0,79.7,Slight Delay,3,0,2,1857.0,0,9,1,0
1346,3,1,1096.5,4,26.5,25.2,0,1,3.3,2,2025-05-25 11:00:00,0.25,1462.0,1558.7,96.7,Slight Delay,3,3,1,3289.5,9,11,0,3
1347,0,3,1866.6,0,41.3,0.0,2,1,9.9,0,2025-04-07 12:00:00,0.21,2488.8,2543.6,54.8,On Time,2,0,1,3733.2,0,12,0,3
1348,7,6,1050.3,4,42.6,74.9,1,1,48.5,1,2025-09-05 07:00:00,0.08,1400.4,1431.0,30.6,On Time,1,3,1,1050.3,3,7,1,3
1349,7,8,1778.4,0,40.4,0.0,0,1,18.2,0,2025-05-25 18:00:00,0.53,2371.2,2486.8,115.6,Moderate Delay,3,0,1,5335.200000000001,0,18,1,3
1350,0,2,229.1,4,44.7,23.3,3,3,10.3,2,2025-12-26 09:00:00,0.32,305.5,428.2,122.7,Moderate Delay,4,3,3,916.4,12,9,1,1
1351,4,9,1453.0,2,10.9,0.0,1,0,28.7,2,2025-10-28 18:00:00,0.53,1937.3,2038.2,100.9,Slight Delay,1,2,4,1453.0,2,18,1,3
1352,9,7,1038.1,4,39.3,60.4,2,0,13.6,1,2025-08-26 08:00:00,0.01,1384.1,1478.9,94.8,Slight Delay,2,3,4,2076.2,6,8,1,3
1353,3,6,1168.5,1,25.6,3.9,2,0,37.1,1,2025-09-22 22:00:00,0.32,1558.0,1621.2,63.2,On Time,2,1,4,2337.0,2,22,0,3
1354,4,0,1677.1,1,20.1,0.9,0,3,20.6,0,2025-11-16 19:00:00,0.44,2236.1,2346.9,110.8,Slight Delay,3,1,3,5031.299999999999,3,19,1,3
1355,7,9,1124.3,1,20.2,4.1,2,1,33.8,2,2025-10-18 21:00:00,0.58,1499.1,1554.1,55.0,On Time,2,1,1,2248.6,2,21,0,3
1356,3,7,738.2,1,10.6,2.6,0,1,17.1,0,2025-02-18 20:00:00,0.0,984.3,1007.9,23.6,On Time,3,1,1,2214.6000000000004,3,20,1,0
1357,4,1,1391.0,4,32.1,65.3,2,1,22.9,0,2025-10-23 17:00:00,0.31,1854.7,1924.2,69.5,On Time,2,3,1,2782.0,6,17,1,3
1358,4,3,690.4,0,17.8,0.0,2,2,18.3,0,2025-08-31 14:00:00,0.14,920.5,974.7,54.2,On Time,2,0,2,1380.8,0,14,0,0
1359,9,1,1195.8,0,24.0,0.0,3,1,41.9,0,2025-05-27 18:00:00,0.44,1594.4,1722.1,127.7,Moderate Delay,4,0,1,4783.2,0,18,1,3
1360,8,1,1687.9,3,20.0,48.2,0,3,6.6,0,2025-02-12 19:00:00,0.41,2250.5,2405.7,155.2,Moderate Delay,3,4,3,5063.700000000001,12,19,1,3
1361,0,9,851.4,4,16.8,36.2,1,1,19.5,1,2025-05-06 06:00:00,0.44,1135.2,1207.7,72.5,Slight Delay,1,3,1,851.4,3,6,0,0
1362,1,3,943.9,4,24.7,71.7,3,0,22.1,1,2025-07-24 08:00:00,0.05,1258.5,1402.9,144.4,Moderate Delay,4,3,4,3775.6,12,8,1,0
1363,2,9,1585.7,3,12.6,10.1,1,3,27.1,0,2025-08-28 20:00:00,0.1,2114.3,2183.8,69.5,On Time,1,4,3,1585.7,4,20,1,3
1364,3,1,1621.7,1,25.8,2.5,1,2,2.1,0,2025-04-13 18:00:00,0.04,2162.3,2201.9,39.6,On Time,1,1,2,1621.7,1,18,1,3
1365,4,3,254.3,4,37.3,32.3,0,2,36.9,2,2025-12-26 21:00:00,0.31,339.1,450.1,111.0,Slight Delay,3,3,2,762.9000000000001,9,21,0,1
1366,3,4,926.7,3,14.5,37.5,1,0,6.8,0,2025-03-16 12:00:00,0.3,1235.6,1340.8,105.2,Slight Delay,1,4,4,926.7,4,12,0,0
1367,4,7,1681.0,5,22.8,62.1,3,1,24.5,0,2025-08-09 21:00:00,0.12,2241.3,2400.1,158.8,Moderate Delay,4,5,1,6724.0,20,21,0,3
1368,2,7,615.3,1,30.0,0.7,1,2,39.3,0,2025-05-10 11:00:00,0.2,820.4,841.4,21.0,On Time,1,1,2,615.3,1,11,0,0
1369,3,2,789.0,0,27.6,0.0,0,2,38.6,2,2025-06-02 20:00:00,0.53,1052.0,1159.4,107.4,Slight Delay,3,0,2,2367.0,0,20,1,0
1370,8,5,1999.6,1,27.3,1.0,0,0,8.6,2,2025-02-17 19:00:00,0.03,2666.1,2763.9,97.8,Slight Delay,3,1,4,5998.799999999999,3,19,1,3
1371,4,6,533.0,1,22.0,5.0,2,3,19.0,0,2025-09-04 21:00:00,0.46,710.7,796.7,86.0,Slight Delay,2,1,3,1066.0,2,21,0,0
1372,0,1,490.2,2,24.0,0.0,3,3,38.0,1,2025-10-20 18:00:00,0.39,653.6,780.3,126.7,Moderate Delay,4,2,3,1960.8,8,18,1,1
1373,7,5,1498.6,5,29.7,11.2,2,1,9.7,1,2025-12-08 10:00:00,0.13,1998.1,2100.0,101.9,Slight Delay,2,5,1,2997.2,10,10,1,3
1374,4,8,1700.5,0,27.9,0.0,2,2,35.5,2,2025-09-13 16:00:00,0.12,2267.3,2320.3,53.0,On Time,2,0,2,3401.0,0,16,0,3
1375,3,9,217.9,4,40.8,27.8,1,2,32.9,2,2025-11-21 20:00:00,0.29,290.5,360.9,70.4,On Time,1,3,2,217.9,3,20,1,1
1376,5,3,780.1,0,26.5,0.0,2,0,43.5,0,2025-12-23 11:00:00,0.25,1040.1,1102.1,62.0,On Time,2,0,4,1560.2,0,11,0,0
1377,5,8,1173.5,1,15.0,2.2,0,0,18.1,2,2025-12-14 06:00:00,0.3,1564.7,1676.4,111.7,Slight Delay,3,1,4,3520.5,3,6,0,3
1378,4,8,1348.0,0,18.3,0.0,0,3,22.2,1,2025-03-05 21:00:00,0.01,1797.3,1851.3,54.0,On Time,3,0,3,4044.0,0,21,0,3
1379,9,8,77.5,3,31.6,15.6,0,3,47.3,1,2025-08-07 22:00:00,0.56,103.3,219.8,116.5,Moderate Delay,3,4,3,232.5,12,22,0,2
1380,4,3,172.2,1,23.8,3.3,3,2,23.8,0,2025-04-01 11:00:00,0.23,229.6,313.6,84.0,Slight Delay,4,1,2,688.8,4,11,0,1
1381,0,8,1198.8,3,22.0,21.9,0,2,32.2,1,2025-05-26 09:00:00,0.27,1598.4,1712.4,114.0,Slight Delay,3,4,2,3596.3999999999996,12,9,1,3
1382,3,1,389.1,0,29.6,0.0,1,2,43.4,2,2025-09-12 09:00:00,0.53,518.8,574.0,55.2,On Time,1,0,2,389.1,0,9,1,1
1383,9,5,1493.6,5,41.6,5.6,1,3,11.2,0,2025-04-19 13:00:00,0.5,1991.5,2139.7,148.2,Moderate Delay,1,5,3,1493.6,5,13,0,3
1384,9,5,1226.9,3,16.7,25.5,1,0,32.2,0,2025-03-05 17:00:00,0.28,1635.9,1757.5,121.6,Moderate Delay,1,4,4,1226.9,4,17,1,3
1385,9,8,77.4,2,37.0,0.0,3,1,6.0,0,2025-04-25 22:00:00,0.02,103.2,190.3,87.1,Slight Delay,4,2,1,309.6,8,22,0,2
1386,6,4,1403.9,2,45.0,0.0,0,3,35.7,0,2025-12-11 13:00:00,0.46,1871.9,2047.0,175.1,Severe Delay,3,2,3,4211.700000000001,6,13,0,3
1387,7,9,437.7,0,27.6,0.0,1,1,34.2,2,2025-07-11 22:00:00,0.15,583.6,597.1,13.5,On Time,1,0,1,437.7,0,22,0,1
1388,5,4,611.2,4,15.6,8.6,2,2,10.2,2,2025-10-12 18:00:00,0.35,814.9,860.3,45.4,On Time,2,3,2,1222.4,6,18,1,0
1389,2,9,1904.0,0,35.0,0.0,3,0,16.7,1,2025-07-19 11:00:00,0.17,2538.7,2639.8,101.1,Slight Delay,4,0,4,7616.0,0,11,0,3
1390,8,4,1353.6,5,24.8,43.3,2,2,11.1,2,2025-02-20 10:00:00,0.33,1804.8,1949.8,145.0,Moderate Delay,2,5,2,2707.2,10,10,1,3
1391,0,3,769.8,2,38.6,0.0,3,3,45.7,1,2025-03-23 16:00:00,0.12,1026.4,1143.1,116.7,Moderate Delay,4,2,3,3079.2,8,16,0,0
1392,2,3,1595.2,0,36.7,0.0,1,2,7.1,2,2025-11-18 10:00:00,0.05,2126.9,2156.9,30.0,On Time,1,0,2,1595.2,0,10,1,3
1393,7,5,1088.1,0,40.1,0.0,3,1,5.3,1,2025-03-08 20:00:00,0.14,1450.8,1579.0,128.2,Moderate Delay,4,0,1,4352.4,0,20,1,3
1394,4,1,1663.2,1,41.2,0.9,2,3,31.2,2,2025-10-02 13:00:00,0.55,2217.6,2303.8,86.2,Slight Delay,2,1,3,3326.4,2,13,0,3
1395,8,6,888.5,2,10.6,0.0,1,3,49.7,2,2025-03-15 06:00:00,0.33,1184.7,1272.3,87.6,Slight Delay,1,2,3,888.5,2,6,0,0
1396,5,3,557.6,0,11.2,0.0,3,1,26.1,2,2025-03-14 15:00:00,0.12,743.5,843.0,99.5,Slight Delay,4,0,1,2230.4,0,15,0,0
1397,6,1,1604.3,0,32.5,0.0,1,2,33.6,0,2025-04-17 18:00:00,0.5,2139.1,2177.5,38.4,On Time,1,0,2,1604.3,0,18,1,3
1398,3,0,178.2,0,10.0,0.0,3,1,30.6,0,2025-11-17 08:00:00,0.22,237.6,330.9,93.3,Slight Delay,4,0,1,712.8,0,8,1,1
1399,2,9,725.2,3,43.7,75.2,0,2,42.5,2,2025-04-03 15:00:00,0.55,966.9,1136.3,169.4,Severe Delay,3,4,2,2175.6000000000004,12,15,0,0
1400,7,2,1401.3,2,34.2,0.0,1,1,16.6,0,2025-06-27 21:00:00,0.47,1868.4,1963.0,94.6,Slight Delay,1,2,1,1401.3,2,21,0,3
1401,5,0,968.1,0,18.0,0.0,2,3,19.4,2,2025-04-09 06:00:00,0.39,1290.8,1368.5,77.7,Slight Delay,2,0,3,1936.2,0,6,0,0
1402,0,7,62.8,5,18.2,61.8,2,0,29.5,0,2025-02-28 12:00:00,0.47,83.7,222.0,138.3,Moderate Delay,2,5,4,125.6,10,12,0,2
1403,7,8,1295.7,1,15.9,4.9,2,1,24.7,1,2025-12-21 10:00:00,0.03,1727.6,1760.6,33.0,On Time,2,1,1,2591.4,2,10,1,3
1404,6,4,1417.7,3,23.8,25.5,2,1,0.7,0,2025-12-29 15:00:00,0.43,1890.3,2002.4,112.1,Slight Delay,2,4,1,2835.4,8,15,0,3
1405,9,0,44.0,3,27.1,53.3,3,0,46.0,0,2025-03-30 12:00:00,0.23,58.7,226.3,167.6,Moderate Delay,4,4,4,176.0,16,12,0,2
1406,6,9,28.0,0,24.1,0.0,0,0,9.7,2,2025-09-07 19:00:00,0.37,37.3,133.1,95.8,Slight Delay,3,0,4,84.0,0,19,1,2
1407,9,8,1446.2,5,39.0,20.0,0,3,44.5,1,2025-02-25 18:00:00,0.19,1928.3,2074.6,146.3,Moderate Delay,3,5,3,4338.6,15,18,1,3
1408,8,2,1797.7,5,15.2,66.9,0,3,14.9,1,2025-02-02 20:00:00,0.49,2396.9,2587.2,190.3,Severe Delay,3,5,3,5393.1,15,20,1,3
1409,1,7,1375.2,5,31.8,16.5,0,2,42.3,0,2025-11-06 22:00:00,0.12,1833.6,2000.5,166.9,Moderate Delay,3,5,2,4125.6,15,22,0,3
1410,4,9,1122.5,0,40.9,0.0,1,0,15.7,0,2025-08-08 11:00:00,0.42,1496.7,1545.8,49.1,On Time,1,0,4,1122.5,0,11,0,3
1411,4,2,657.8,0,34.0,0.0,2,3,11.2,0,2025-03-16 16:00:00,0.43,877.1,954.4,77.3,Slight Delay,2,0,3,1315.6,0,16,0,0
1412,3,7,1958.6,4,30.8,59.4,1,3,22.5,2,2025-08-27 16:00:00,0.04,2611.5,2660.7,49.2,On Time,1,3,3,1958.6,3,16,0,3
1413,2,5,332.1,0,28.0,0.0,3,3,30.1,1,2025-04-19 22:00:00,0.27,442.8,529.5,86.7,Slight Delay,4,0,3,1328.4,0,22,0,1
1414,2,3,1977.5,5,27.5,19.6,0,1,24.1,1,2025-11-27 19:00:00,0.52,2636.7,2792.4,155.7,Moderate Delay,3,5,1,5932.5,15,19,1,3
1415,8,4,750.4,4,20.3,67.1,2,0,32.1,2,2025-09-10 21:00:00,0.54,1000.5,1106.3,105.8,Slight Delay,2,3,4,1500.8,6,21,0,0
1416,7,4,1027.0,3,12.9,60.2,1,1,27.6,0,2025-03-29 16:00:00,0.57,1369.3,1467.2,97.9,Slight Delay,1,4,1,1027.0,4,16,0,3
1417,5,8,1450.2,1,38.5,4.3,1,3,4.3,2,2025-11-26 06:00:00,0.21,1933.6,2005.6,72.0,Slight Delay,1,1,3,1450.2,1,6,0,3
1418,9,6,827.0,1,10.9,0.3,3,1,42.9,1,2025-09-28 07:00:00,0.58,1102.7,1233.4,130.7,Moderate Delay,4,1,1,3308.0,4,7,1,0
1419,4,7,1536.4,0,23.3,0.0,3,1,24.2,0,2025-06-04 14:00:00,0.11,2048.5,2174.4,125.9,Moderate Delay,4,0,1,6145.6,0,14,0,3
1420,4,8,1226.1,3,10.2,79.2,1,3,18.5,0,2025-11-10 07:00:00,0.51,1634.8,1732.3,97.5,Slight Delay,1,4,3,1226.1,4,7,1,3
1421,8,6,1038.8,2,13.1,0.0,3,2,33.0,1,2025-03-04 17:00:00,0.55,1385.1,1556.9,171.8,Severe Delay,4,2,2,4155.2,8,17,1,3
1422,5,3,843.3,0,20.5,0.0,2,1,2.9,2,2025-03-13 09:00:00,0.45,1124.4,1176.1,51.7,On Time,2,0,1,1686.6,0,9,1,0
1423,4,9,1621.3,1,27.2,1.5,2,1,5.5,2,2025-07-08 06:00:00,0.04,2161.7,2233.3,71.6,Slight Delay,2,1,1,3242.6,2,6,0,3
1424,7,4,454.4,0,37.9,0.0,1,1,11.1,0,2025-02-08 14:00:00,0.16,605.9,625.0,19.1,On Time,1,0,1,454.4,0,14,0,1
1425,4,9,1750.3,4,30.0,70.9,2,0,10.2,1,2025-08-24 09:00:00,0.1,2333.7,2432.6,98.9,Slight Delay,2,3,4,3500.6,6,9,1,3
1426,1,8,428.6,1,29.3,0.6,3,2,14.8,1,2025-03-04 22:00:00,0.12,571.5,658.7,87.2,Slight Delay,4,1,2,1714.4,4,22,0,1
1427,0,2,1422.6,5,33.1,13.6,3,2,14.9,0,2025-06-14 21:00:00,0.08,1896.8,2120.2,223.4,Severe Delay,4,5,2,5690.4,20,21,0,3
1428,2,3,543.9,4,17.4,63.8,0,1,34.5,0,2025-10-13 13:00:00,0.41,725.2,815.8,90.6,Slight Delay,3,3,1,1631.6999999999998,9,13,0,0
1429,2,3,1745.8,0,20.8,0.0,3,1,27.5,2,2025-01-07 12:00:00,0.42,2327.7,2481.6,153.9,Moderate Delay,4,0,1,6983.2,0,12,0,3
1430,9,8,661.4,1,31.3,4.4,3,1,44.2,0,2025-04-17 22:00:00,0.07,881.9,996.6,114.7,Slight Delay,4,1,1,2645.6,4,22,0,0
1431,0,4,71.6,4,29.8,12.2,3,0,41.8,1,2025-02-24 10:00:00,0.45,95.5,222.9,127.4,Moderate Delay,4,3,4,286.4,12,10,1,2
1432,2,8,303.7,3,10.9,22.8,3,0,38.8,0,2025-04-07 08:00:00,0.14,404.9,558.3,153.4,Moderate Delay,4,4,4,1214.8,16,8,1,1
1433,6,9,765.2,1,20.5,0.5,0,1,24.7,2,2025-08-25 09:00:00,0.23,1020.3,1098.6,78.3,Slight Delay,3,1,1,2295.6000000000004,3,9,1,0
1434,3,6,1376.4,0,16.9,0.0,3,0,41.1,0,2025-01-15 21:00:00,0.55,1835.2,1982.3,147.1,Moderate Delay,4,0,4,5505.6,0,21,0,3
1435,0,9,1643.7,4,10.3,5.3,0,1,38.1,1,2025-02-13 17:00:00,0.46,2191.6,2323.6,132.0,Moderate Delay,3,3,1,4931.1,9,17,1,3
1436,8,2,1070.3,1,12.9,1.4,3,2,26.3,1,2025-06-20 07:00:00,0.51,1427.1,1545.1,118.0,Moderate Delay,4,1,2,4281.2,4,7,1,3
1437,9,6,830.0,4,11.0,20.8,1,1,21.9,1,2025-07-15 19:00:00,0.25,1106.7,1155.8,49.1,On Time,1,3,1,830.0,3,19,1,0
1438,2,4,815.5,1,12.5,3.8,3,0,4.0,1,2025-05-22 22:00:00,0.55,1087.3,1213.1,125.8,Moderate Delay,4,1,4,3262.0,4,22,0,0
1439,5,9,1523.0,5,37.5,74.2,3,1,19.1,1,2025-01-26 13:00:00,0.3,2030.7,2211.5,180.8,Severe Delay,4,5,1,6092.0,20,13,0,3
1440,3,6,1837.2,0,33.3,0.0,1,1,23.8,1,2025-05-17 13:00:00,0.47,2449.6,2479.1,29.5,On Time,1,0,1,1837.2,0,13,0,3
1441,3,5,1655.2,0,21.0,0.0,0,0,19.5,1,2025-12-25 18:00:00,0.55,2206.9,2292.3,85.4,Slight Delay,3,0,4,4965.6,0,18,1,3
1442,8,9,1112.5,0,12.2,0.0,2,3,7.2,0,2025-04-16 11:00:00,0.11,1483.3,1526.2,42.9,On Time,2,0,3,2225.0,0,11,0,3
1443,2,8,211.4,2,17.9,0.0,0,3,44.9,1,2025-01-02 09:00:00,0.59,281.9,429.0,147.1,Moderate Delay,3,2,3,634.2,6,9,1,1
1444,1,5,520.6,2,23.7,0.0,3,3,32.5,1,2025-05-03 11:00:00,0.26,694.1,824.2,130.1,Moderate Delay,4,2,3,2082.4,8,11,0,0
1445,4,3,927.9,1,17.0,4.1,2,3,8.3,0,2025-03-14 06:00:00,0.13,1237.2,1291.3,54.1,On Time,2,1,3,1855.8,2,6,0,0
1446,9,8,914.2,4,25.2,13.4,1,0,7.5,0,2025-02-09 11:00:00,0.49,1218.9,1279.9,61.0,On Time,1,3,4,914.2,3,11,0,0
1447,7,8,1436.4,3,23.0,56.0,1,2,35.8,2,2025-08-30 09:00:00,0.56,1915.2,2030.5,115.3,Moderate Delay,1,4,2,1436.4,4,9,1,3
1448,7,3,561.2,5,20.4,47.1,0,0,13.3,1,2025-09-15 11:00:00,0.04,748.3,884.2,135.9,Moderate Delay,3,5,4,1683.6000000000001,15,11,0,0
1449,1,3,1139.8,0,41.6,0.0,0,3,25.0,0,2025-09-09 17:00:00,0.56,1519.7,1624.4,104.7,Slight Delay,3,0,3,3419.3999999999996,0,17,1,3
1450,0,6,1449.4,2,37.1,0.0,3,3,7.9,0,2025-08-23 06:00:00,0.27,1932.5,2098.5,166.0,Moderate Delay,4,2,3,5797.6,8,6,0,3
1451,4,6,597.0,2,39.8,0.0,0,2,23.2,2,2025-05-19 22:00:00,0.01,796.0,874.5,78.5,Slight Delay,3,2,2,1791.0,6,22,0,0
1452,7,2,1603.8,3,42.4,70.6,2,0,17.4,0,2025-09-12 06:00:00,0.2,2138.4,2251.5,113.1,Slight Delay,2,4,4,3207.6,8,6,0,3
1453,2,9,352.4,4,10.3,10.5,2,1,11.6,2,2025-07-13 09:00:00,0.02,469.9,502.2,32.3,On Time,2,3,1,704.8,6,9,1,1
1454,6,5,1033.4,3,42.7,7.8,2,3,25.3,1,2025-06-28 16:00:00,0.51,1377.9,1522.6,144.7,Moderate Delay,2,4,3,2066.8,8,16,0,3
1455,8,9,101.3,4,12.5,29.4,0,0,12.0,2,2025-10-24 22:00:00,0.16,135.1,202.6,67.5,On Time,3,3,4,303.9,9,22,0,1
1456,4,3,1867.4,3,36.4,64.2,3,3,5.7,0,2025-02-26 06:00:00,0.5,2489.9,2691.9,202.0,Severe Delay,4,4,3,7469.6,16,6,0,3
1457,9,1,1782.2,3,42.5,22.9,2,3,21.5,1,2025-10-13 11:00:00,0.01,2376.3,2480.9,104.6,Slight Delay,2,4,3,3564.4,8,11,0,3
1458,6,0,1779.0,4,10.9,35.5,1,3,2.1,2,2025-08-21 07:00:00,0.22,2372.0,2447.7,75.7,Slight Delay,1,3,3,1779.0,3,7,1,3
1459,2,4,1186.9,5,15.0,24.5,1,1,27.5,0,2025-06-06 06:00:00,0.14,1582.5,1682.1,99.6,Slight Delay,1,5,1,1186.9,5,6,0,3
1460,8,4,319.3,2,38.4,0.0,1,1,38.1,0,2025-03-12 17:00:00,0.29,425.7,466.9,41.2,On Time,1,2,1,319.3,2,17,1,1
1461,6,5,545.3,2,33.4,0.0,2,1,18.4,1,2025-05-19 10:00:00,0.33,727.1,786.1,59.0,On Time,2,2,1,1090.6,4,10,1,0
1462,2,9,1407.4,5,39.9,40.0,1,3,41.8,2,2025-01-17 21:00:00,0.11,1876.5,2004.8,128.3,Moderate Delay,1,5,3,1407.4,5,21,0,3
1463,4,2,1060.5,2,21.6,0.0,3,2,49.0,0,2025-02-20 14:00:00,0.19,1414.0,1578.1,164.1,Moderate Delay,4,2,2,4242.0,8,14,0,3
1464,6,4,35.0,1,30.0,3.6,3,3,37.4,1,2025-03-13 12:00:00,0.54,46.7,160.2,113.5,Slight Delay,4,1,3,140.0,4,12,0,2
1465,6,1,459.7,3,26.5,9.6,2,3,26.3,0,2025-02-13 15:00:00,0.23,612.9,694.5,81.6,Slight Delay,2,4,3,919.4,8,15,0,1
1466,5,9,1588.2,5,44.8,77.6,2,2,24.7,0,2025-02-19 10:00:00,0.42,2117.6,2255.1,137.5,Moderate Delay,2,5,2,3176.4,10,10,1,3
1467,0,9,1496.6,2,18.9,0.0,0,3,43.8,0,2025-07-01 19:00:00,0.28,1995.5,2145.3,149.8,Moderate Delay,3,2,3,4489.799999999999,6,19,1,3
