shipment_id,origin,destination,distance_km,weather_condition,temperature,rainfall,traffic_level,route_type,package_weight,shipment_type,dispatch_time,historical_delay_rate,estimated_delivery_time,actual_delivery_time,delay_minutes,delay_status
1629,Ahmedabad,Pune,549.1,Cloudy,40.8,0.8,Low,Rural Road,3.7,Express,2025-10-15 17:00:00,0.16,732.1,779.0,46.9,Slight Delay
1630,Delhi,Pune,485.1,Heavy Rain,33.7,37.3,Low,Mixed,6.2,Standard,2025-03-01 08:00:00,0.43,646.8,717.9,71.1,Moderate Delay
1631,Bangalore,Delhi,383.6,Cloudy,10.3,2.4,High,Highway,21.7,Standard,2025-01-06 12:00:00,0.14,511.5,572.3,60.8,Moderate Delay
1632,Hyderabad,Ahmedabad,720.8,Clear,22.5,0.0,Medium,Rural Road,42.2,Same-Day,2025-11-25 12:00:00,0.45,961.1,1014.1,53.0,Slight Delay
1633,Bangalore,Hyderabad,1112.0,Clear,34.5,0.0,Severe,Rural Road,20.6,Standard,2025-05-23 10:00:00,0.33,1482.7,1601.2,118.5,Moderate Delay
1634,Jaipur,Hyderabad,824.4,Heavy Rain,11.6,76.8,Medium,City Road,47.7,Express,2025-04-13 11:00:00,0.17,1099.2,1181.7,82.5,Moderate Delay
1635,Kolkata,Hyderabad,850.1,Fog,20.2,0.0,Severe,Rural Road,40.5,Standard,2025-09-08 17:00:00,0.29,1133.5,1285.4,151.9,Moderate Delay
1636,Jaipur,Hyderabad,721.4,Rain,34.3,75.6,Severe,City Road,31.5,Standard,2025-10-27 18:00:00,0.09,961.9,1096.2,134.3,Moderate Delay
1637,Bangalore,Jaipur,132.9,Storm,23.3,72.7,Medium,Mixed,1.5,Express,2025-11-27 15:00:00,0.28,177.2,310.2,133.0,Moderate Delay
1638,Chennai,Pune,230.6,Fog,17.4,0.0,High,Highway,18.8,Same-Day,2025-04-18 14:00:00,0.49,307.5,412.2,104.7,Moderate Delay
1639,Chennai,Ahmedabad,1324.4,Rain,22.9,63.6,Low,Highway,8.7,Same-Day,2025-12-04 11:00:00,0.03,1765.9,1809.8,43.9,Slight Delay
1640,Raipur,Bangalore,943.1,Heavy Rain,43.8,70.9,High,Rural Road,32.4,Same-Day,2025-07-13 07:00:00,0.22,1257.5,1390.2,132.7,Moderate Delay
1641,Hyderabad,Delhi,1156.3,Fog,25.0,0.0,High,Highway,13.5,Standard,2025-08-04 21:00:00,0.46,1541.7,1673.0,131.3,Moderate Delay
1642,Hyderabad,Pune,171.7,Fog,43.6,0.0,Low,City Road,12.7,Express,2025-06-06 11:00:00,0.01,228.9,276.7,47.8,Slight Delay
1643,Raipur,Jaipur,814.4,Cloudy,25.0,0.7,Low,Mixed,2.9,Same-Day,2025-08-22 19:00:00,0.38,1085.9,1122.4,36.5,Slight Delay
1644,Pune,Ahmedabad,1603.1,Cloudy,26.2,0.7,High,Rural Road,36.3,Same-Day,2025-06-22 21:00:00,0.11,2137.5,2225.6,88.1,Moderate Delay
1645,Pune,Kolkata,85.2,Clear,20.4,0.0,Medium,Highway,43.6,Express,2025-08-07 14:00:00,0.01,113.6,137.8,24.2,Slight Delay
1646,Jaipur,Pune,1298.5,Storm,24.1,40.4,Low,City Road,36.0,Same-Day,2025-03-27 15:00:00,0.53,1731.3,1862.0,130.7,Moderate Delay
1647,Jaipur,Ahmedabad,1334.1,Cloudy,44.7,4.1,Medium,City Road,37.4,Same-Day,2025-06-20 07:00:00,0.12,1778.8,1823.6,44.8,Slight Delay
1648,Delhi,Hyderabad,1436.2,Cloudy,43.5,3.5,High,Mixed,44.4,Express,2025-03-26 20:00:00,0.27,1914.9,2020.6,105.7,Moderate Delay
1649,Mumbai,Chennai,1407.0,Cloudy,18.9,4.0,Medium,Rural Road,47.5,Express,2025-02-11 11:00:00,0.28,1876.0,1955.9,79.9,Moderate Delay
1650,Chennai,Kolkata,1692.2,Heavy Rain,33.6,68.7,Low,City Road,7.4,Standard,2025-12-17 17:00:00,0.02,2256.3,2382.2,125.9,Moderate Delay
1651,Mumbai,Ahmedabad,279.9,Cloudy,33.4,4.4,High,Highway,21.6,Express,2025-10-09 18:00:00,0.25,373.2,448.2,75.0,Moderate Delay
1652,Chennai,Ahmedabad,421.3,Fog,33.4,0.0,Severe,Mixed,32.7,Same-Day,2025-05-05 09:00:00,0.54,561.7,735.8,174.1,Moderate Delay
1653,Pune,Bangalore,1695.0,Rain,31.3,33.5,Medium,Mixed,3.3,Express,2025-05-25 19:00:00,0.41,2260.0,2357.5,97.5,Moderate Delay
1654,Jaipur,Pune,494.8,Storm,23.0,13.3,Low,Rural Road,48.6,Express,2025-12-09 06:00:00,0.34,659.7,736.1,76.4,Moderate Delay
1655,Chennai,Bangalore,1902.7,Cloudy,19.6,0.1,High,Rural Road,4.3,Express,2025-09-14 06:00:00,0.35,2536.9,2626.7,89.8,Moderate Delay
1656,Jaipur,Pune,335.7,Clear,27.7,0.0,Medium,City Road,4.7,Express,2025-04-07 07:00:00,0.03,447.6,461.9,14.3,On Time
1657,Chennai,Hyderabad,1453.9,Heavy Rain,38.5,70.4,Low,Rural Road,48.6,Express,2025-12-01 11:00:00,0.46,1938.5,2087.0,148.5,Moderate Delay
1658,Pune,Bangalore,1000.3,Rain,25.1,35.8,High,Mixed,25.5,Same-Day,2025-09-04 07:00:00,0.22,1333.7,1438.4,104.7,Moderate Delay
1659,Kolkata,Raipur,696.3,Cloudy,20.8,3.6,Medium,Mixed,15.6,Same-Day,2025-09-22 09:00:00,0.03,928.4,971.7,43.3,Slight Delay
1660,Raipur,Delhi,876.5,Rain,15.8,28.9,Low,Mixed,21.9,Standard,2025-03-24 16:00:00,0.43,1168.7,1249.7,81.0,Moderate Delay
1661,Bangalore,Jaipur,1627.4,Heavy Rain,37.4,56.2,Severe,Highway,22.3,Express,2025-12-01 18:00:00,0.59,2169.9,2358.9,189.0,Severe Delay
1662,Pune,Mumbai,1327.2,Rain,21.5,70.8,Severe,Rural Road,5.8,Same-Day,2025-11-21 09:00:00,0.02,1769.6,1859.5,89.9,Moderate Delay
1663,Jaipur,Raipur,345.3,Storm,42.0,32.6,High,Mixed,33.7,Same-Day,2025-06-21 17:00:00,0.14,460.4,575.2,114.8,Moderate Delay
1664,Delhi,Chennai,1783.5,Heavy Rain,31.8,79.3,Severe,Highway,41.1,Standard,2025-01-04 16:00:00,0.03,2378.0,2560.9,182.9,Severe Delay
1665,Jaipur,Kolkata,579.7,Cloudy,16.4,0.3,Severe,Mixed,28.9,Standard,2025-08-26 15:00:00,0.41,772.9,921.2,148.3,Moderate Delay
1666,Mumbai,Bangalore,1666.8,Heavy Rain,39.8,17.9,Severe,Rural Road,24.6,Standard,2025-11-03 17:00:00,0.44,2222.4,2421.7,199.3,Severe Delay
1667,Kolkata,Raipur,1487.3,Rain,21.2,12.9,High,Highway,36.0,Same-Day,2025-05-17 11:00:00,0.18,1983.1,2072.1,89.0,Moderate Delay
1668,Kolkata,Pune,215.1,Heavy Rain,29.6,14.0,Low,Mixed,11.0,Express,2025-06-02 07:00:00,0.1,286.8,321.5,34.7,Slight Delay
1669,Jaipur,Delhi,306.6,Rain,20.7,62.4,Low,Mixed,15.6,Standard,2025-03-31 08:00:00,0.25,408.8,466.7,57.9,Slight Delay
1670,Ahmedabad,Delhi,197.6,Cloudy,32.5,0.8,Medium,Mixed,21.0,Express,2025-05-21 17:00:00,0.38,263.5,335.2,71.7,Moderate Delay
1671,Raipur,Chennai,105.0,Fog,35.2,0.0,Severe,Highway,47.7,Standard,2025-06-17 17:00:00,0.16,140.0,227.6,87.6,Moderate Delay
1672,Mumbai,Chennai,932.9,Storm,39.2,54.5,Low,Mixed,3.4,Same-Day,2025-02-10 16:00:00,0.57,1243.9,1327.5,83.6,Moderate Delay
1673,Kolkata,Raipur,1743.2,Heavy Rain,24.7,54.1,Low,City Road,25.5,Same-Day,2025-05-12 08:00:00,0.44,2324.3,2445.3,121.0,Moderate Delay
1674,Pune,Delhi,1391.0,Cloudy,37.3,1.2,High,Rural Road,13.2,Same-Day,2025-09-21 13:00:00,0.18,1854.7,1934.0,79.3,Moderate Delay
1675,Mumbai,Pune,1011.8,Storm,22.7,37.4,Severe,City Road,19.7,Express,2025-05-21 11:00:00,0.58,1349.1,1583.5,234.4,Severe Delay
1676,Kolkata,Jaipur,1539.9,Fog,27.7,0.0,Low,Mixed,42.8,Standard,2025-12-14 15:00:00,0.45,2053.2,2156.6,103.4,Moderate Delay
1677,Kolkata,Mumbai,1549.0,Heavy Rain,42.4,9.7,Medium,Highway,31.6,Express,2025-12-03 10:00:00,0.09,2065.3,2131.4,66.1,Moderate Delay
1678,Kolkata,Hyderabad,659.2,Heavy Rain,15.9,75.6,High,Highway,16.3,Standard,2025-04-26 06:00:00,0.2,878.9,1006.1,127.2,Moderate Delay
1679,Hyderabad,Chennai,429.9,Clear,44.6,0.0,High,Mixed,41.6,Same-Day,2025-08-04 16:00:00,0.35,573.2,628.4,55.2,Slight Delay
1680,Ahmedabad,Pune,1528.8,Heavy Rain,28.4,6.0,Low,Rural Road,36.9,Express,2025-06-13 17:00:00,0.44,2038.4,2133.8,95.4,Moderate Delay
1681,Raipur,Bangalore,1214.5,Heavy Rain,23.1,31.5,Severe,City Road,41.4,Same-Day,2025-12-24 11:00:00,0.01,1619.3,1794.0,174.7,Moderate Delay
1682,Pune,Kolkata,1243.7,Heavy Rain,27.1,77.5,Low,Highway,47.5,Same-Day,2025-09-07 17:00:00,0.59,1658.3,1788.9,130.6,Moderate Delay
1683,Delhi,Kolkata,1926.3,Fog,30.0,0.0,High,Rural Road,4.7,Express,2025-06-11 20:00:00,0.36,2568.4,2695.7,127.3,Moderate Delay
1684,Raipur,Mumbai,1882.7,Cloudy,36.3,0.0,Medium,Rural Road,38.4,Same-Day,2025-08-09 19:00:00,0.44,2510.3,2600.0,89.7,Moderate Delay
1685,Mumbai,Hyderabad,862.4,Storm,15.4,78.2,Severe,City Road,12.5,Express,2025-10-03 10:00:00,0.43,1149.9,1329.5,179.6,Moderate Delay
1686,Pune,Delhi,1334.2,Clear,12.2,0.0,Severe,City Road,43.6,Standard,2025-02-26 15:00:00,0.11,1778.9,1905.2,126.3,Moderate Delay
1687,Bangalore,Chennai,1615.4,Fog,31.6,0.0,Severe,Mixed,7.2,Express,2025-04-22 19:00:00,0.22,2153.9,2325.6,171.7,Moderate Delay
1688,Jaipur,Kolkata,883.8,Rain,25.2,72.9,High,Highway,29.0,Same-Day,2025-12-18 16:00:00,0.34,1178.4,1275.0,96.6,Moderate Delay
1689,Ahmedabad,Jaipur,1766.1,Storm,36.2,45.3,Severe,City Road,23.4,Express,2025-09-11 20:00:00,0.11,2354.8,2599.4,244.6,Severe Delay
1690,Kolkata,Ahmedabad,1043.4,Cloudy,41.1,4.9,Medium,Mixed,6.2,Express,2025-01-02 16:00:00,0.08,1391.2,1447.3,56.1,Slight Delay
1691,Raipur,Bangalore,1262.7,Fog,36.9,0.0,Low,Mixed,27.6,Same-Day,2025-12-01 19:00:00,0.32,1683.6,1772.1,88.5,Moderate Delay
1692,Pune,Raipur,802.7,Cloudy,18.1,1.7,Low,City Road,4.0,Standard,2025-11-09 22:00:00,0.2,1070.3,1115.9,45.6,Slight Delay
1693,Delhi,Raipur,398.1,Clear,28.2,0.0,High,City Road,33.8,Standard,2025-10-19 21:00:00,0.03,530.8,609.5,78.7,Moderate Delay
1694,Delhi,Pune,1564.2,Clear,43.7,0.0,Severe,City Road,25.2,Standard,2025-08-23 17:00:00,0.37,2085.6,2243.9,158.3,Moderate Delay
1695,Chennai,Bangalore,119.3,Heavy Rain,40.9,68.9,Medium,Rural Road,25.6,Standard,2025-05-31 08:00:00,0.29,159.1,246.1,87.0,Moderate Delay
1696,Mumbai,Kolkata,760.0,Storm,14.9,71.1,Severe,Mixed,37.6,Standard,2025-12-17 20:00:00,0.45,1013.3,1210.9,197.6,Severe Delay
1697,Chennai,Bangalore,1455.3,Heavy Rain,15.6,57.7,Low,Rural Road,34.8,Standard,2025-05-06 20:00:00,0.28,1940.4,2039.4,99.0,Moderate Delay
1698,Delhi,Mumbai,388.9,Fog,35.2,0.0,Low,Mixed,33.6,Same-Day,2025-08-29 18:00:00,0.45,518.5,589.5,71.0,Moderate Delay
1699,Delhi,Raipur,1481.1,Rain,42.4,9.4,Low,Highway,1.1,Express,2025-09-04 07:00:00,0.42,1974.8,2044.8,70.0,Moderate Delay
1700,Kolkata,Raipur,1671.3,Fog,16.0,0.0,Low,Rural Road,46.6,Express,2025-09-19 20:00:00,0.32,2228.4,2317.2,88.8,Moderate Delay
1701,Pune,Delhi,1219.7,Clear,27.3,0.0,Medium,Rural Road,45.7,Same-Day,2025-02-27 11:00:00,0.23,1626.3,1682.8,56.5,Slight Delay
1702,Hyderabad,Raipur,1951.6,Fog,35.4,0.0,High,City Road,45.8,Standard,2025-09-05 12:00:00,0.18,2602.1,2749.4,147.3,Moderate Delay
1703,Kolkata,Delhi,972.6,Rain,39.0,67.5,Low,Mixed,42.6,Same-Day,2025-09-09 13:00:00,0.48,1296.8,1347.9,51.1,Slight Delay
1704,Kolkata,Pune,1389.4,Rain,21.8,24.5,Severe,Rural Road,47.8,Express,2025-12-25 14:00:00,0.47,1852.5,2041.1,188.6,Severe Delay
1705,Jaipur,Kolkata,1923.0,Storm,16.7,75.8,Low,City Road,20.4,Standard,2025-09-25 15:00:00,0.32,2564.0,2724.6,160.6,Moderate Delay
1706,Mumbai,Kolkata,1982.7,Rain,25.9,68.9,High,Rural Road,11.2,Express,2025-03-23 15:00:00,0.3,2643.6,2797.9,154.3,Moderate Delay
1707,Raipur,Ahmedabad,1448.9,Fog,31.6,0.0,High,City Road,5.0,Same-Day,2025-12-22 10:00:00,0.07,1931.9,2055.5,123.6,Moderate Delay
1708,Bangalore,Hyderabad,1375.8,Heavy Rain,28.0,39.8,High,City Road,20.2,Standard,2025-04-19 15:00:00,0.52,1834.4,2002.1,167.7,Moderate Delay
1709,Bangalore,Mumbai,669.2,Rain,34.6,8.4,High,Mixed,19.6,Express,2025-11-13 11:00:00,0.21,892.3,1007.0,114.7,Moderate Delay
1710,Hyderabad,Bangalore,1080.3,Storm,10.6,23.8,High,Rural Road,46.1,Express,2025-09-06 11:00:00,0.56,1440.4,1620.6,180.2,Severe Delay
1711,Ahmedabad,Raipur,80.6,Cloudy,13.3,1.1,Severe,Mixed,25.4,Standard,2025-12-09 08:00:00,0.51,107.5,238.5,131.0,Moderate Delay
1712,Hyderabad,Chennai,1834.5,Rain,23.6,42.8,Medium,City Road,16.8,Standard,2025-05-23 09:00:00,0.4,2446.0,2543.1,97.1,Moderate Delay
1713,Chennai,Pune,353.8,Heavy Rain,36.5,8.8,Severe,Highway,27.9,Same-Day,2025-09-26 13:00:00,0.18,471.7,621.0,149.3,Moderate Delay
1714,Chennai,Pune,54.9,Fog,18.5,0.0,Low,Mixed,21.8,Same-Day,2025-02-20 16:00:00,0.2,73.2,135.8,62.6,Moderate Delay
1715,Ahmedabad,Delhi,1690.4,Rain,30.8,63.8,Low,Highway,37.6,Express,2025-10-18 22:00:00,0.34,2253.9,2335.4,81.5,Moderate Delay
1716,Chennai,Kolkata,401.1,Rain,13.5,60.8,Medium,City Road,44.4,Standard,2025-12-20 20:00:00,0.39,534.8,641.6,106.8,Moderate Delay
1717,Bangalore,Mumbai,1558.9,Storm,35.8,77.6,High,Rural Road,6.2,Standard,2025-04-08 08:00:00,0.35,2078.5,2288.9,210.4,Severe Delay
1718,Bangalore,Jaipur,856.2,Rain,18.9,66.4,Low,City Road,49.3,Standard,2025-05-05 21:00:00,0.15,1141.6,1221.7,80.1,Moderate Delay
1719,Raipur,Delhi,160.6,Storm,27.2,11.4,Low,Rural Road,13.5,Same-Day,2025-02-07 12:00:00,0.08,214.1,291.6,77.5,Moderate Delay
1720,Raipur,Delhi,1243.7,Heavy Rain,34.7,67.2,Low,Mixed,43.9,Standard,2025-02-21 12:00:00,0.39,1658.3,1787.9,129.6,Moderate Delay
1721,Jaipur,Raipur,1814.2,Rain,11.4,34.8,Low,Mixed,47.4,Standard,2025-08-15 12:00:00,0.15,2418.9,2508.8,89.9,Moderate Delay
1722,Jaipur,Raipur,1267.6,Clear,44.4,0.0,High,Mixed,34.4,Same-Day,2025-05-19 21:00:00,0.59,1690.1,1793.5,103.4,Moderate Delay
1723,Bangalore,Pune,338.0,Storm,44.2,28.6,Severe,Rural Road,21.7,Same-Day,2025-06-03 14:00:00,0.16,450.7,606.9,156.2,Moderate Delay
1724,Ahmedabad,Chennai,204.7,Rain,25.3,6.7,High,Rural Road,17.7,Same-Day,2025-08-14 09:00:00,0.42,272.9,379.5,106.6,Moderate Delay
1725,Bangalore,Ahmedabad,609.1,Clear,12.9,0.0,High,Mixed,0.8,Express,2025-03-25 11:00:00,0.25,812.1,883.5,71.4,Moderate Delay
1726,Delhi,Raipur,204.3,Fog,20.7,0.0,High,Highway,23.4,Express,2025-06-25 11:00:00,0.3,272.4,357.9,85.5,Moderate Delay
1727,Chennai,Delhi,245.2,Cloudy,26.7,1.8,Medium,Rural Road,24.8,Same-Day,2025-06-06 16:00:00,0.55,326.9,379.0,52.1,Slight Delay
1728,Ahmedabad,Raipur,940.9,Clear,29.7,0.0,High,City Road,50.0,Same-Day,2025-12-11 10:00:00,0.39,1254.5,1351.4,96.9,Moderate Delay
1729,Hyderabad,Bangalore,1989.5,Cloudy,26.0,0.3,Severe,City Road,34.3,Standard,2025-11-09 11:00:00,0.03,2652.7,2779.9,127.2,Moderate Delay
1730,Hyderabad,Jaipur,1845.2,Heavy Rain,27.5,58.2,Severe,Rural Road,11.3,Standard,2025-05-15 21:00:00,0.46,2460.3,2706.6,246.3,Severe Delay
1731,Kolkata,Pune,208.4,Cloudy,24.4,4.7,High,Rural Road,22.1,Same-Day,2025-07-01 16:00:00,0.59,277.9,377.8,99.9,Moderate Delay
1732,Raipur,Kolkata,1805.3,Heavy Rain,25.0,66.1,Severe,Mixed,19.7,Standard,2025-07-26 07:00:00,0.51,2407.1,2591.0,183.9,Severe Delay
1733,Pune,Hyderabad,357.2,Fog,10.8,0.0,Medium,Mixed,11.0,Express,2025-01-10 12:00:00,0.32,476.3,564.6,88.3,Moderate Delay
1734,Chennai,Hyderabad,1295.2,Rain,35.0,25.8,High,Highway,0.5,Express,2025-08-07 18:00:00,0.52,1726.9,1839.6,112.7,Moderate Delay
1735,Hyderabad,Jaipur,1723.5,Storm,14.9,37.2,Medium,City Road,5.3,Same-Day,2025-09-15 20:00:00,0.23,2298.0,2423.3,125.3,Moderate Delay
1736,Kolkata,Delhi,785.6,Clear,38.1,0.0,Medium,City Road,19.6,Express,2025-09-03 21:00:00,0.12,1047.5,1092.0,44.5,Slight Delay
1737,Mumbai,Raipur,1370.9,Fog,14.7,0.0,Severe,City Road,7.6,Express,2025-11-07 18:00:00,0.45,1827.9,1971.4,143.5,Moderate Delay
1738,Mumbai,Bangalore,226.5,Clear,41.4,0.0,High,Rural Road,29.5,Same-Day,2025-07-09 20:00:00,0.56,302.0,372.7,70.7,Moderate Delay
1739,Kolkata,Delhi,24.1,Heavy Rain,42.6,46.6,Medium,Highway,46.4,Express,2025-07-31 10:00:00,0.2,32.1,89.1,57.0,Slight Delay
1740,Bangalore,Hyderabad,1030.6,Storm,27.7,15.3,Medium,Highway,10.5,Express,2025-05-06 16:00:00,0.24,1374.1,1474.9,100.8,Moderate Delay
1741,Jaipur,Ahmedabad,1888.1,Fog,26.9,0.0,High,Rural Road,49.8,Same-Day,2025-01-12 10:00:00,0.4,2517.5,2653.0,135.5,Moderate Delay
1742,Delhi,Pune,116.1,Rain,16.6,10.0,Severe,City Road,9.8,Standard,2025-06-14 20:00:00,0.25,154.8,279.3,124.5,Moderate Delay
1743,Chennai,Ahmedabad,869.8,Rain,32.6,75.3,High,City Road,5.8,Same-Day,2025-12-27 14:00:00,0.06,1159.7,1256.6,96.9,Moderate Delay
1744,Kolkata,Mumbai,229.6,Cloudy,41.3,4.0,Low,Mixed,37.7,Express,2025-07-22 21:00:00,0.02,306.1,327.7,21.6,Slight Delay
1745,Mumbai,Jaipur,1329.5,Clear,31.3,0.0,High,Highway,5.9,Same-Day,2025-08-12 07:00:00,0.39,1772.7,1830.2,57.5,Slight Delay
1746,Ahmedabad,Hyderabad,77.2,Storm,44.4,51.9,Severe,Rural Road,25.3,Same-Day,2025-06-20 08:00:00,0.23,102.9,251.3,148.4,Moderate Delay
1747,Delhi,Bangalore,376.5,Storm,29.5,68.2,Low,City Road,8.1,Same-Day,2025-02-14 20:00:00,0.02,502.0,588.6,86.6,Moderate Delay
1748,Jaipur,Chennai,606.7,Clear,18.4,0.0,Severe,Rural Road,32.1,Express,2025-08-20 10:00:00,0.23,808.9,907.2,98.3,Moderate Delay
1749,Hyderabad,Delhi,1826.0,Cloudy,40.9,4.9,High,Mixed,36.0,Same-Day,2025-12-21 19:00:00,0.41,2434.7,2550.2,115.5,Moderate Delay
1750,Mumbai,Raipur,238.3,Storm,19.4,76.9,High,Highway,13.7,Same-Day,2025-07-19 06:00:00,0.18,317.7,413.8,96.1,Moderate Delay
1751,Mumbai,Kolkata,1116.4,Rain,14.3,65.2,Severe,City Road,39.3,Express,2025-04-25 16:00:00,0.01,1488.5,1610.8,122.3,Moderate Delay
1752,Ahmedabad,Raipur,385.3,Fog,23.0,0.0,Medium,Rural Road,26.4,Same-Day,2025-10-23 10:00:00,0.03,513.7,563.8,50.1,Slight Delay
1753,Chennai,Bangalore,1997.4,Cloudy,42.2,3.9,High,City Road,40.7,Standard,2025-01-14 07:00:00,0.34,2663.2,2823.8,160.6,Moderate Delay
1754,Bangalore,Jaipur,1959.2,Rain,16.2,29.4,Low,Rural Road,27.3,Express,2025-04-28 12:00:00,0.1,2612.3,2655.3,43.0,Slight Delay
1755,Chennai,Hyderabad,1529.2,Cloudy,43.4,4.9,Severe,Rural Road,21.4,Standard,2025-04-22 17:00:00,0.57,2038.9,2221.0,182.1,Severe Delay
1756,Mumbai,Chennai,334.4,Heavy Rain,17.2,79.4,Low,Mixed,37.8,Standard,2025-08-16 12:00:00,0.58,445.9,510.8,64.9,Moderate Delay
1757,Pune,Mumbai,1471.8,Heavy Rain,22.7,19.0,Severe,Mixed,16.9,Standard,2025-04-16 18:00:00,0.34,1962.4,2152.5,190.1,Severe Delay
1758,Jaipur,Delhi,54.9,Clear,28.8,0.0,Medium,Highway,31.6,Standard,2025-04-18 09:00:00,0.6,73.2,137.9,64.7,Moderate Delay
1759,Raipur,Hyderabad,1605.8,Fog,24.3,0.0,High,Mixed,16.3,Standard,2025-04-18 08:00:00,0.28,2141.1,2239.1,98.0,Moderate Delay
1760,Ahmedabad,Hyderabad,1994.0,Heavy Rain,16.1,15.9,High,Highway,45.8,Express,2025-01-09 06:00:00,0.53,2658.7,2804.5,145.8,Moderate Delay
1761,Pune,Raipur,1982.9,Heavy Rain,11.5,22.6,Low,Rural Road,20.1,Express,2025-06-08 08:00:00,0.27,2643.9,2758.0,114.1,Moderate Delay
1762,Pune,Kolkata,1278.6,Cloudy,35.0,3.9,Low,Mixed,31.9,Express,2025-01-09 14:00:00,0.14,1704.8,1770.9,66.1,Moderate Delay
1763,Hyderabad,Mumbai,1661.7,Cloudy,43.3,0.8,Medium,City Road,25.1,Same-Day,2025-01-05 10:00:00,0.35,2215.6,2332.1,116.5,Moderate Delay
1764,Ahmedabad,Bangalore,1111.8,Cloudy,21.0,0.8,Severe,Highway,44.8,Standard,2025-11-02 12:00:00,0.36,1482.4,1599.2,116.8,Moderate Delay
1765,Kolkata,Pune,1946.4,Storm,10.2,78.9,Severe,City Road,49.0,Express,2025-03-30 11:00:00,0.6,2595.2,2818.9,223.7,Severe Delay
1766,Ahmedabad,Bangalore,587.1,Fog,13.1,0.0,Medium,Rural Road,43.0,Standard,2025-03-25 06:00:00,0.35,782.8,892.6,109.8,Moderate Delay
1767,Raipur,Chennai,1161.1,Rain,26.9,68.4,Severe,Rural Road,32.4,Express,2025-11-15 16:00:00,0.48,1548.1,1693.8,145.7,Moderate Delay
1768,Mumbai,Delhi,1646.7,Rain,39.5,60.3,Low,Mixed,44.9,Standard,2025-03-15 19:00:00,0.19,2195.6,2269.7,74.1,Moderate Delay
1769,Mumbai,Jaipur,692.6,Heavy Rain,23.3,76.9,Medium,City Road,3.7,Standard,2025-01-08 17:00:00,0.46,923.5,1045.4,121.9,Moderate Delay
1770,Chennai,Delhi,1559.2,Heavy Rain,30.3,26.5,Low,Highway,36.8,Express,2025-08-26 19:00:00,0.35,2078.9,2195.8,116.9,Moderate Delay
1771,Ahmedabad,Raipur,901.0,Cloudy,27.8,2.1,Low,Rural Road,22.7,Express,2025-08-29 14:00:00,0.54,1201.3,1287.4,86.1,Moderate Delay
1772,Bangalore,Pune,713.6,Fog,23.0,0.0,High,Highway,36.3,Express,2025-09-10 12:00:00,0.3,951.5,1052.7,101.2,Moderate Delay
1773,Bangalore,Kolkata,597.8,Storm,27.8,30.7,Medium,City Road,28.6,Standard,2025-12-04 08:00:00,0.03,797.1,919.4,122.3,Moderate Delay
1774,Delhi,Raipur,1086.6,Rain,40.7,14.4,Low,City Road,24.9,Standard,2025-05-09 11:00:00,0.27,1448.8,1532.3,83.5,Moderate Delay
1775,Kolkata,Pune,189.9,Fog,21.5,0.0,Severe,Rural Road,22.5,Standard,2025-06-17 19:00:00,0.27,253.2,429.7,176.5,Moderate Delay
1776,Hyderabad,Bangalore,342.6,Storm,17.7,22.6,Low,Mixed,21.8,Same-Day,2025-01-25 12:00:00,0.56,456.8,574.6,117.8,Moderate Delay
1777,Bangalore,Mumbai,891.3,Cloudy,23.7,2.8,Low,City Road,12.5,Standard,2025-07-23 16:00:00,0.05,1188.4,1233.6,45.2,Slight Delay
1778,Mumbai,Ahmedabad,1708.0,Heavy Rain,19.9,71.4,High,City Road,20.3,Same-Day,2025-10-23 18:00:00,0.24,2277.3,2414.8,137.5,Moderate Delay
1779,Raipur,Chennai,652.2,Heavy Rain,12.6,16.4,High,Mixed,2.7,Standard,2025-05-24 22:00:00,0.18,869.6,991.8,122.2,Moderate Delay
1780,Hyderabad,Pune,1944.3,Cloudy,16.3,2.6,High,Rural Road,12.4,Express,2025-10-09 20:00:00,0.56,2592.4,2705.5,113.1,Moderate Delay
1781,Delhi,Pune,1783.7,Storm,42.0,36.4,High,Highway,33.0,Express,2025-08-07 06:00:00,0.1,2378.3,2519.0,140.7,Moderate Delay
1782,Ahmedabad,Bangalore,1939.5,Clear,35.2,0.0,Medium,Mixed,27.7,Standard,2025-03-03 15:00:00,0.16,2586.0,2673.0,87.0,Moderate Delay
1783,Bangalore,Pune,39.2,Rain,17.7,54.9,Severe,Mixed,44.8,Same-Day,2025-02-12 22:00:00,0.41,52.3,178.4,126.1,Moderate Delay
1784,Bangalore,Raipur,1112.7,Storm,37.7,21.1,Medium,City Road,17.5,Same-Day,2025-04-24 06:00:00,0.52,1483.6,1609.8,126.2,Moderate Delay
1785,Chennai,Pune,453.8,Storm,42.4,47.9,Medium,Highway,5.7,Same-Day,2025-07-05 13:00:00,0.12,605.1,722.2,117.1,Moderate Delay
1786,Ahmedabad,Bangalore,41.3,Rain,40.8,38.4,Medium,Highway,46.6,Same-Day,2025-03-26 13:00:00,0.3,55.1,109.1,54.0,Slight Delay
1787,Bangalore,Jaipur,254.9,Storm,15.1,18.9,Severe,City Road,16.7,Express,2025-01-26 18:00:00,0.54,339.9,557.6,217.7,Severe Delay
1788,Kolkata,Raipur,402.2,Storm,29.7,10.6,Severe,Mixed,17.7,Express,2025-06-14 10:00:00,0.14,536.3,712.1,175.8,Moderate Delay
